silly_walks_mean,silly_walks_med,silly_walks_min,silly_walks_max,silly_walks_std,total_mean,total_med,total_min,total_max,total_std,objective_calls,n_replaced,timestamps,n_failed_obj_computation,n_not_improvers_among_success_obj_computation,n_discarded_tabu,n_discarded_filters,n_discarded_rdfilters,n_discarded_sillywalks,n_discarded_sascore,n_discarded_custom_filter
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9675,10,1183.0348844528198,0,0,32,34,0,34,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9685,10,1184.0215170383453,0,0,19,17,0,17,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9695,10,1185.3919923305511,0,0,27,35,0,35,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9705,10,1185.9641606807709,0,0,7,8,0,8,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9715,10,1186.678518295288,0,0,5,16,0,16,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9725,10,1187.8699793815613,0,0,13,33,0,33,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9735,10,1189.107754945755,0,0,22,33,0,33,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9745,10,1189.7049353122711,0,0,3,10,0,10,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9755,10,1191.0057554244995,0,0,25,31,0,31,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9765,10,1192.3712458610535,0,0,19,33,0,33,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9775,10,1193.6482994556427,0,0,29,28,0,28,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9785,10,1195.1725630760193,0,0,28,42,0,42,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9795,10,1195.778038263321,0,0,5,11,0,11,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9805,10,1197.0359063148499,0,0,28,27,0,27,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9815,10,1198.0221450328827,0,0,10,25,0,25,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9825,10,1199.4506587982178,0,0,30,36,0,36,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9835,10,1200.3032488822937,0,0,6,19,0,19,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9845,10,1201.8878667354584,0,0,26,45,0,45,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9855,10,1203.3819589614868,0,0,34,33,0,33,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9865,10,1204.0605244636536,0,0,2,16,0,16,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9875,10,1205.7110900878906,0,0,37,38,0,38,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9885,10,1206.4213531017303,0,0,1,14,0,14,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9895,10,1208.0357954502106,0,0,29,44,0,44,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9905,10,1209.1048271656036,0,0,12,31,0,31,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9915,10,1210.5055384635925,0,0,29,36,0,36,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9925,10,1211.3277776241302,0,0,7,16,0,16,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9935,10,1212.8346283435822,0,0,32,36,0,36,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9945,10,1214.0423049926758,0,0,24,28,0,28,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9955,10,1215.1233546733856,0,0,14,27,0,27,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9965,10,1216.2153470516205,0,0,12,16,0,16,0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9975,10,1217.2230904102325,0,0,7,16,0,16,0,0
