history_data,total,silly_walks,smiles
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|RmA-14_AddA-12_RmA-13|AddA-60,0.0,0.0,CCCC(=O)Oc1c(C)cccc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|ChB-1081|RmA-13_AddA-34_AddA-58|ChB-886_ChB-403|AddA-31_AddA-52|AddA-70|ChB-978_AddA-60|RmA-18|AddA-12_AddA-12|RmA-14_RmA-17_RmA-17|ChB-1856_ChB-380,0.0,0.0,CC(=O)Oc1cc(F)c(O)c(C=O)c1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|ChB-83_ChB-975|AddA-56_ChB-272_ChB-786|AddA-36|ChB-213_RmA-15|ChB-916_AddA-36_RmA-14|ChB-947_ChB-273|AddA-60_RmA-13|ChB-917|AddA-13_AddA-57_RmA-15|AddA-36_AddA-60_RmA-15|ChB-1084_RmA-14,0.0,0.0,COC(=O)c1c(OC(C)=O)ccc(C)c1C
CC(=O)Oc1ccccc1C(=O)O|AddA-13_RmA-13_AddA-39|RmA-13_AddA-24|AddA-33|RmA-13_AddA-38|AddA-13|ChB-1082_RmA-14_AddA-53|RmA-15|RmA-14_AddA-27_AddA-29|AddA-14,0.0,0.0,Nc1cc(C(=O)O)c(OC(=O)CO)c(F)c1N
CC(=O)Oc1ccccc1C(=O)O|AddA-29_AddA-56,0.0,0.0,CNc1ccc(C(=O)O)c(OC(C)=O)c1
CC(=O)Oc1ccccc1C(=O)O|AddA-54|AddA-33|AddA-27|RmA-14_AddA-31_RmA-14|AddA-34|AddA-14|ChB-1492|RmA-14_AddA-14_RmA-16|RmA-13_ChB-786_ChB-83|ChB-786_RmA-13_AddA-30,0.0,0.0,O=CC(=O)Oc1cc(O)ccc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|AddA-36|RmA-13_AddA-13|AddA-63_ChB-1081_RmA-15|AddA-60_ChB-272|AddA-35_AddA-60_RmA-13|RmA-15|RmA-14_AddA-37|ChB-886_RmA-15_AddA-33|RmA-13_AddA-56_AddA-62|AddA-67,0.0,0.0,CC(=O)Oc1c(CCF)cc(NO)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-14_AddA-28|AddA-56|ChB-948_RmA-13|AddA-60_AddA-61_RmA-15,0.0,0.0,CC(=O)Oc1cc(C)c(CN)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|RmA-14_AddA-12_RmA-13|AddA-29_AddA-64,0.0,0.0,CCC(=O)Oc1c(C(=O)O)ccc(NC)c1C
CC(=O)Oc1ccccc1C(=O)O|AddA-36|ChB-1081|RmA-13_AddA-34_AddA-58|ChB-886_ChB-403|AddA-31_AddA-52|AddA-70|ChB-978_AddA-60|RmA-18|AddA-12_AddA-12|RmA-14_RmA-17_RmA-17|ChB-274_AddA-13,0.0,0.0,NCC(=O)Oc1cc(F)c(O)cc1C(=O)OCO
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|ChB-83_ChB-975|AddA-56_ChB-272_ChB-786|AddA-36|ChB-213_RmA-15|ChB-916_AddA-36_RmA-14|ChB-947_ChB-273|AddA-60_RmA-13|ChB-917|AddA-13_AddA-57_RmA-15|AddA-36_AddA-60_RmA-15|ChB-214,0.0,0.0,CCCc1ccc(OC(C)=O)c(C(=O)O)c1C
CC(=O)Oc1ccccc1C(=O)O|AddA-13_RmA-13_AddA-39|RmA-13_AddA-24|AddA-33|RmA-13_AddA-38|AddA-13|ChB-1082_RmA-14_AddA-53|RmA-15|RmA-14_AddA-27_AddA-29|RmA-15_AddA-58,0.0,0.0,CC(=O)Oc1c(F)cc(NO)cc1C(=O)O
CC(=O)Oc1ccccc1C(=O)O|AddA-36|AddA-32_RmA-13_AddA-12|AddA-60_AddA-65_RmA-13|RmA-15_AddA-34|ChB-1490|RmA-14_AddA-31_RmA-15|ChB-917_ChB-1081_RmA-13|AddA-14_ChB-243|AddA-34_AddA-24|ChB-1083_ChB-380_RmA-14|AddA-60|RmA-15,0.0,0.0,COc1cc(C(=O)O)c(OC(C)=O)cc1O
CC(=O)Oc1ccccc1C(=O)O|AddA-54|AddA-33|AddA-27|RmA-14_AddA-31_RmA-14|AddA-34|AddA-14|ChB-1492|RmA-14_AddA-14_RmA-16|RmA-13_ChB-786_ChB-83|AddA-36_ChB-1083,0.0,0.0,O=CC(=O)Oc1ccc(O)c2c1C(=O)OC2
CC(=O)Oc1ccccc1C(=O)O|AddA-54_AddA-12|AddA-29|RmA-15_AddA-61,0.0,0.0,NCCC(=O)Oc1ccccc1C(=O)OO
CC(=O)Oc1ccccc1C(=O)O|AddA-28_ChB-1081_ChB-1489|AddA-36|RmA-13_AddA-13|AddA-63_ChB-1081_RmA-15|AddA-60_ChB-272|AddA-35_AddA-60_RmA-13|RmA-15|RmA-14_AddA-37|ChB-886_RmA-15_AddA-33|RmA-13_AddA-56_AddA-62|AddA-53_RmA-16_RmA-14,0.0,0.0,CCc1cccc(C(=O)ON)c1OC(C)=O
CC(=O)Oc1ccccc1C(=O)O|AddA-14_AddA-28|AddA-56|ChB-948_RmA-13|AddA-61_AddA-52_RmA-13,0.0,0.0,COC(=O)c1cc(CN)ccc1OC(C)=O
